,task,cosine,rank,top_10,category
3046,"('tampa', 'florida', 'stockton', 'california')",0.4915505,102,"[('1786', 0.53884935), ('1787', 0.5192823), ('710', 0.51130176), ('1736', 0.51092505), ('1811', 0.5103522), ('1782', 0.5100597), ('229', 0.5098389), ('1807', 0.5089809), ('510', 0.50892204), ('1663', 0.5081144)]",city-in-state
3047,"('tampa', 'florida', 'cincinnati', 'ohio')",0.4828789,1,"[('ohio', 0.48287886), ('connecticut', 0.42457312), ('michigan', 0.41457173), ('indiana', 0.41362172), ('california', 0.41345304), ('toledo', 0.41002262), ('louisiana', 0.4053822), ('kentucky', 0.40229154), ('1786', 0.40008554), ('1663', 0.39929533)]",city-in-state
3048,"('tampa', 'florida', 'anchorage', 'alaska')",0.470728,4,"[('1722', 0.4838498), ('1786', 0.47655633), ('##行', 0.47265542), ('alaska', 0.47072807), ('540', 0.47035336), ('1705', 0.47030404), ('1736', 0.46814135), ('1661', 0.46694985), ('227', 0.46545303), ('1714', 0.46478376)]",city-in-state
3049,"('tampa', 'florida', 'toledo', 'ohio')",0.45971626,63,"[('630', 0.48368618), ('244', 0.48338568), ('540', 0.48265314), ('640', 0.48236245), ('251', 0.4804713), ('1786', 0.47643146), ('341', 0.47599354), ('55th', 0.4738097), ('570', 0.47369254), ('1764', 0.47363788)]",city-in-state
3050,"('tampa', 'florida', 'henderson', 'nevada')",0.3418666,753,"[('540', 0.44018656), ('1786', 0.42815417), ('184', 0.42218485), ('1782', 0.4177329), ('570', 0.41606376), ('208', 0.41431797), ('1787', 0.4131291), ('550', 0.41304514), ('255', 0.4102784), ('530', 0.4102722)]",city-in-state
3051,"('tampa', 'florida', 'chandler', 'arizona')",0.42844066,1,"[('arizona', 0.4284407), ('271', 0.4147012), ('172', 0.40820003), ('1786', 0.4012857), ('221', 0.400349), ('defective', 0.3989693), ('285', 0.398444), ('255', 0.39681742), ('272', 0.3961245), ('216', 0.39591977)]",city-in-state
3052,"('tampa', 'florida', 'madison', 'wisconsin')",0.3574326,2,"[('michigan', 0.3613954), ('wisconsin', 0.35743263), ('monroe', 0.35528955), ('1786', 0.34289274), ('montana', 0.34026593), ('virginia', 0.3389727), ('1822', 0.33103216), ('212', 0.32917172), ('ohio', 0.32865667), ('mason', 0.327457)]",city-in-state
3053,"('tampa', 'florida', 'garland', 'texas')",0.39076608,1507,"[('269', 0.49319023), ('268', 0.48586324), ('540', 0.48444188), ('275', 0.48221803), ('267', 0.4806021), ('216', 0.48057365), ('272', 0.4805269), ('271', 0.47872883), ('55th', 0.478131), ('276', 0.4761176)]",city-in-state
3054,"('tampa', 'florida', 'glendale', 'arizona')",0.5385599,7,"[('269', 0.5463869), ('251', 0.545469), ('294', 0.5415075), ('352', 0.5402667), ('272', 0.5400102), ('271', 0.53929114), ('arizona', 0.5385599), ('213', 0.53830534), ('212', 0.5362574), ('48th', 0.5360295)]",city-in-state
3055,"('tampa', 'florida', 'reno', 'nevada')",0.41048503,1,"[('nevada', 0.41048506), ('california', 0.40601864), ('arizona', 0.4034653), ('269', 0.40086654), ('1782', 0.4006441), ('212', 0.4003896), ('172', 0.3996796), ('332', 0.39809987), ('222', 0.39752966), ('1786', 0.39573133)]",city-in-state
3056,"('tampa', 'florida', 'irving', 'texas')",0.38068977,1164,"[('1716', 0.45007843), ('1714', 0.44984797), ('540', 0.44873038), ('172', 0.44860634), ('332', 0.44760695), ('176', 0.44682556), ('430', 0.44679445), ('352', 0.4465917), ('222', 0.44562855), ('235', 0.4454555)]",city-in-state
3057,"('tampa', 'florida', 'fremont', 'california')",0.48149094,112,"[('1786', 0.51368856), ('1755', 0.50820714), ('1722', 0.5075043), ('55th', 0.50709975), ('1716', 0.5014569), ('34th', 0.5009421), ('341', 0.5003692), ('510', 0.5001928), ('1785', 0.49995402), ('1787', 0.49993923)]",city-in-state
3058,"('tampa', 'florida', 'irvine', 'california')",0.4354402,612,"[('1786', 0.5008956), ('495', 0.49552995), ('1611', 0.4948229), ('1787', 0.49291608), ('192', 0.492112), ('1718', 0.4919346), ('780', 0.49070746), ('490', 0.49053806), ('1771', 0.48924184), ('1663', 0.4892398)]",city-in-state
3059,"('tampa', 'florida', 'spokane', 'washington')",0.3955066,5616,"[('1786', 0.5419148), ('1787', 0.53790736), ('idaho', 0.5320238), ('1788', 0.5219694), ('1807', 0.5218869), ('1782', 0.5142326), ('tacoma', 0.5116713), ('oregon', 0.50969374), ('fresno', 0.5096672), ('1722', 0.50922155)]",city-in-state
3060,"('tampa', 'florida', 'shreveport', 'louisiana')",0.5940197,1,"[('louisiana', 0.5940197), ('roanoke', 0.49689874), ('1692', 0.49636406), ('ᄅ', 0.4954387), ('lsu', 0.49446172), ('1663', 0.49170232), ('buick', 0.49021164), ('1786', 0.48718667), ('դ', 0.48588967), ('1765', 0.4844933)]",city-in-state
3061,"('tampa', 'florida', 'tacoma', 'washington')",0.3950626,4401,"[('1787', 0.5520769), ('1786', 0.5376628), ('1807', 0.5247534), ('1663', 0.52005166), ('295', 0.5191937), ('341', 0.5180949), ('540', 0.5178177), ('1788', 0.51597327), ('1670', 0.5157597), ('870', 0.5138695)]",city-in-state
3062,"('tampa', 'florida', 'fontana', 'california')",0.47501928,734,"[('1786', 0.5684984), ('1771', 0.5655827), ('1782', 0.55736995), ('540', 0.5572823), ('570', 0.5552356), ('1714', 0.5547154), ('222', 0.55338), ('560', 0.55038977), ('1722', 0.55018854), ('224', 0.5501449)]",city-in-state
3063,"('tampa', 'florida', 'akron', 'ohio')",0.5071339,4,"[('toledo', 0.512545), ('michigan', 0.50861883), ('1722', 0.50754917), ('ohio', 0.5071339), ('alabama', 0.5056778), ('1786', 0.503709), ('1729', 0.50070095), ('1730', 0.4991765), ('512', 0.4988418), ('1683', 0.49850702)]",city-in-state
3064,"('tampa', 'florida', 'glendale', 'california')",0.49153483,486,"[('269', 0.5463869), ('251', 0.545469), ('294', 0.5415075), ('352', 0.5402667), ('272', 0.5400102), ('271', 0.53929114), ('arizona', 0.5385599), ('213', 0.53830534), ('212', 0.5362574), ('48th', 0.5360295)]",city-in-state
3065,"('tampa', 'florida', 'huntsville', 'alabama')",0.56184655,1,"[('alabama', 0.56184655), ('1729', 0.5310365), ('1736', 0.5309321), ('1723', 0.5249486), ('1718', 0.52379894), ('1726', 0.5195559), ('1705', 0.5186724), ('1786', 0.516954), ('184', 0.5152576), ('1680', 0.51453525)]",city-in-state
3066,"('tampa', 'florida', 'worcester', 'massachusetts')",0.37900832,1535,"[('worcestershire', 0.4888717), ('1787', 0.48197168), ('251', 0.4815857), ('630', 0.4807196), ('269', 0.4799627), ('570', 0.47708175), ('317', 0.47607163), ('1663', 0.4752215), ('540', 0.47521853), ('gloucester', 0.47395644)]",city-in-state
3067,"('tampa', 'florida', 'chicago', 'illinois')",0.4122894,3,"[('michigan', 0.41638058), ('california', 0.4145824), ('illinois', 0.41228932), ('london', 0.39098585), ('arizona', 0.37140208), ('ohio', 0.36330852), ('indiana', 0.3632928), ('texas', 0.3620027), ('america', 0.34792027), ('colorado', 0.3446715)]",city-in-state
3068,"('tampa', 'florida', 'houston', 'texas')",0.4486933,1,"[('texas', 0.44869325), ('tennessee', 0.39414057), ('alabama', 0.38176644), ('california', 0.37385482), ('colorado', 0.37062842), ('austin', 0.36964515), ('louisiana', 0.36492783), ('michigan', 0.36464757), ('oregon', 0.36249316), ('oklahoma', 0.36098883)]",city-in-state
3069,"('tampa', 'florida', 'philadelphia', 'pennsylvania')",0.41259775,2,"[('california', 0.43529174), ('pennsylvania', 0.41259775), ('texas', 0.411115), ('ohio', 0.4108821), ('virginia', 0.3947212), ('london', 0.38603023), ('michigan', 0.38560793), ('connecticut', 0.38288492), ('chicago', 0.37943655), ('alabama', 0.37507248)]",city-in-state
3070,"('tampa', 'florida', 'phoenix', 'arizona')",0.4027365,1,"[('arizona', 0.4027365), ('270', 0.35867262), ('271', 0.35825917), ('255', 0.3556518), ('640', 0.35456988), ('269', 0.35403004), ('251', 0.3522028), ('212', 0.35098264), ('244', 0.35051885), ('540', 0.34970307)]",city-in-state
3071,"('anaheim', 'california', 'honolulu', 'hawaii')",0.490502,1,"[('hawaii', 0.49050206), ('hawaiian', 0.4343124), ('maui', 0.41001815), ('282', 0.37713906), ('philadelphia', 0.37297866), ('arizona', 0.37018368), ('1711', 0.367281), ('nairobi', 0.36528414), ('117', 0.36491984), ('269', 0.36480793)]",city-in-state
3072,"('anaheim', 'california', 'pittsburgh', 'pennsylvania')",0.36141327,1,"[('pennsylvania', 0.36141333), ('philadelphia', 0.33802852), ('virginia', 0.32317293), ('chicago', 0.31582084), ('michigan', 0.29896975), ('wisconsin', 0.289581), ('texas', 0.28443325), ('florida', 0.28186643), ('maryland', 0.27934253), ('kansas', 0.27122527)]",city-in-state
3073,"('anaheim', 'california', 'lexington', 'kentucky')",0.3406862,2,"[('virginia', 0.3618746), ('kentucky', 0.34068617), ('texas', 0.32909766), ('saratoga', 0.32638377), ('223', 0.32390967), ('283', 0.32225528), ('284', 0.3203927), ('missouri', 0.31974626), ('282', 0.31940487), ('richmond', 0.3187447)]",city-in-state
3074,"('anaheim', 'california', 'cincinnati', 'ohio')",0.31668004,1,"[('ohio', 0.31668004), ('chicago', 0.29929796), ('virginia', 0.29837126), ('pennsylvania', 0.2931984), ('kentucky', 0.29071838), ('manhattan', 0.28974518), ('florida', 0.28585848), ('missouri', 0.28529218), ('texas', 0.2825126), ('philadelphia', 0.27652058)]",city-in-state
3075,"('anaheim', 'california', 'anchorage', 'alaska')",0.40599796,1,"[('alaska', 0.40599796), ('florida', 0.35651734), ('269', 0.34570208), ('225', 0.34555358), ('223', 0.3431729), ('hawaii', 0.34211546), ('340', 0.341135), ('arizona', 0.34087157), ('1705', 0.33907998), ('267', 0.33904132)]",city-in-state
3076,"('anaheim', 'california', 'toledo', 'ohio')",0.31122687,169,"[('340', 0.3546768), ('280', 0.34840202), ('florida', 0.34657392), ('380', 0.34603524), ('283', 0.34463966), ('244', 0.3440039), ('390', 0.34333703), ('282', 0.34253368), ('304', 0.34154812), ('284', 0.34094125)]",city-in-state
3077,"('anaheim', 'california', 'henderson', 'nevada')",0.23718694,70,"[('wilson', 0.28002957), ('118', 0.2673011), ('florida', 0.26690075), ('223', 0.26294413), ('138', 0.26243043), ('montana', 0.25667366), ('125', 0.25440514), ('282', 0.2541434), ('229', 0.25364682), ('327', 0.2528735)]",city-in-state
3078,"('anaheim', 'california', 'orlando', 'florida')",0.36747804,1,"[('florida', 0.36747804), ('virginia', 0.34480232), ('186', 0.3207417), ('223', 0.31874967), ('187', 0.31564873), ('174', 0.30743942), ('420', 0.30444807), ('225', 0.29955754), ('179', 0.2981232), ('195', 0.29810777)]",city-in-state
3079,"('anaheim', 'california', 'chandler', 'arizona')",0.27219296,1,"[('arizona', 0.27219298), ('282', 0.26108184), ('marin', 0.25193617), ('223', 0.25153244), ('292', 0.25115806), ('ca', 0.25058594), ('284', 0.24790734), ('missouri', 0.24781783), ('283', 0.24777332), ('237', 0.24771044)]",city-in-state
3080,"('anaheim', 'california', 'madison', 'wisconsin')",0.24399355,1,"[('wisconsin', 0.24399355), ('virginia', 0.24206722), ('lincoln', 0.22146009), ('house', 0.21753433), ('washington', 0.21430968), ('american', 0.20511034), ('manhattan', 0.2036607), ('michigan', 0.20229702), ('florida', 0.2019985), ('jefferson', 0.19980828)]",city-in-state
3081,"('anaheim', 'california', 'garland', 'texas')",0.26726323,328,"[('267', 0.3299398), ('282', 0.32678285), ('269', 0.32563516), ('294', 0.32366884), ('274', 0.3192693), ('292', 0.31831238), ('279', 0.31733197), ('268', 0.3168246), ('283', 0.31628248), ('273', 0.31560656)]",city-in-state
3082,"('anaheim', 'california', 'glendale', 'arizona')",0.4269078,11,"[('282', 0.45444965), ('294', 0.45150715), ('283', 0.43662792), ('223', 0.43659753), ('269', 0.43453526), ('327', 0.43218765), ('274', 0.43043885), ('323', 0.42872742), ('289', 0.42862543), ('352', 0.4273327)]",city-in-state
3083,"('anaheim', 'california', 'reno', 'nevada')",0.30638036,1,"[('nevada', 0.3063804), ('virginia', 0.2713345), ('282', 0.2631868), ('bra', 0.26317558), ('pennsylvania', 0.26073784), ('montana', 0.25957987), ('dea', 0.2594042), ('240', 0.2574215), ('roc', 0.25740647), ('283', 0.25615847)]",city-in-state
3084,"('anaheim', 'california', 'irving', 'texas')",0.27424207,117,"[('282', 0.31712532), ('223', 0.3136383), ('280', 0.31321585), ('283', 0.30479914), ('284', 0.30333355), ('pennsylvania', 0.30175838), ('109', 0.3007893), ('322', 0.30013284), ('352', 0.2994259), ('222', 0.2976842)]",city-in-state
3085,"('anaheim', 'california', 'spokane', 'washington')",0.32138517,247,"[('seattle', 0.38818964), ('idaho', 0.38387683), ('oregon', 0.37727603), ('310', 0.37594366), ('tacoma', 0.367879), ('delaware', 0.3647494), ('fresno', 0.3624544), ('montana', 0.3610893), ('282', 0.36065638), ('315', 0.36033264)]",city-in-state
3086,"('anaheim', 'california', 'shreveport', 'louisiana')",0.4357841,1,"[('louisiana', 0.43578404), ('mississippi', 0.36552912), ('roanoke', 0.35884985), ('jacksonville', 0.3536486), ('texas', 0.34881642), ('missouri', 0.34544283), ('alaska', 0.34389052), ('wisconsin', 0.34217736), ('kansas', 0.3367546), ('arkansas', 0.33459994)]",city-in-state
3087,"('anaheim', 'california', 'tacoma', 'washington')",0.3261761,445,"[('seattle', 0.40335593), ('282', 0.4013064), ('267', 0.39226016), ('280', 0.39197856), ('279', 0.38975486), ('289', 0.38896123), ('278', 0.38854006), ('295', 0.3861632), ('223', 0.38428295), ('285', 0.3838143)]",city-in-state
3088,"('anaheim', 'california', 'akron', 'ohio')",0.3591953,4,"[('michigan', 0.38605836), ('alabama', 0.3678201), ('1742', 0.36013594), ('ohio', 0.3591953), ('toledo', 0.35662436), ('1886', 0.3564333), ('302', 0.3560156), ('317', 0.3554191), ('pennsylvania', 0.35389864), ('269', 0.3515765)]",city-in-state
3089,"('anaheim', 'california', 'huntsville', 'alabama')",0.43284088,1,"[('alabama', 0.43284088), ('texas', 0.40575853), ('roanoke', 0.39746612), ('294', 0.3899495), ('1729', 0.38839048), ('278', 0.3877494), ('1736', 0.38708806), ('1620', 0.38690096), ('292', 0.3858032), ('virginia', 0.38557488)]",city-in-state
3090,"('anaheim', 'california', 'worcester', 'massachusetts')",0.30712563,151,"[('282', 0.35027352), ('317', 0.34680045), ('280', 0.34576723), ('lincoln', 0.34503183), ('269', 0.34349707), ('267', 0.34312412), ('283', 0.34002507), ('240', 0.33888713), ('525', 0.33867732), ('730', 0.33713326)]",city-in-state
3091,"('anaheim', 'california', 'chicago', 'illinois')",0.23880883,3,"[('london', 0.2683625), ('american', 0.25984085), ('illinois', 0.23880883), ('michigan', 0.23339976), ('boston', 0.23314239), ('city', 0.23250178), ('philadelphia', 0.22279693), ('texas', 0.21672079), ('wisconsin', 0.21511477), ('house', 0.213412)]",city-in-state
3092,"('anaheim', 'california', 'houston', 'texas')",0.3246518,1,"[('texas', 0.32465184), ('washington', 0.2661901), ('virginia', 0.25657722), ('florida', 0.25451878), ('american', 0.2466484), ('london', 0.23415482), ('tennessee', 0.21934181), ('pennsylvania', 0.21862578), ('mexico', 0.21742542), ('chicago', 0.21658598)]",city-in-state
3093,"('anaheim', 'california', 'philadelphia', 'pennsylvania')",0.32051823,1,"[('pennsylvania', 0.3205182), ('chicago', 0.29625785), ('virginia', 0.28774843), ('boston', 0.27610037), ('american', 0.27379468), ('london', 0.2737195), ('texas', 0.27199325), ('florida', 0.2540109), ('manhattan', 0.24664037), ('washington', 0.23725817)]",city-in-state
3094,"('anaheim', 'california', 'phoenix', 'arizona')",0.2313247,1,"[('arizona', 0.23132469), ('city', 0.22585511), ('##a', 0.22319119), ('##ra', 0.21184576), ('new', 0.2077216), ('mountain', 0.20519873), ('280', 0.20264824), ('roc', 0.2001386), ('china', 0.19784676), ('star', 0.19771543)]",city-in-state
3095,"('anaheim', 'california', 'dallas', 'texas')",0.32233587,1,"[('texas', 0.32233587), ('virginia', 0.21973115), ('chicago', 0.21879631), ('james', 0.21606702), ('kansas', 0.21313307), ('american', 0.21115422), ('london', 0.2065649), ('florida', 0.20628919), ('philadelphia', 0.20350225), ('ny', 0.20213898)]",city-in-state
3096,"('honolulu', 'hawaii', 'pittsburgh', 'pennsylvania')",0.46936992,1,"[('pennsylvania', 0.46936992), ('scranton', 0.4470724), ('allegheny', 0.44076663), ('indiana', 0.43715906), ('nebraska', 0.43434405), ('michigan', 0.42889223), ('alabama', 0.42436218), ('ohio', 0.42163935), ('minnesota', 0.42017353), ('utah', 0.4109137)]",city-in-state
3097,"('honolulu', 'hawaii', 'lexington', 'kentucky')",0.49768612,1,"[('kentucky', 0.49768612), ('wildcats', 0.46216744), ('saratoga', 0.46133578), ('nebraska', 0.45809785), ('1868', 0.4532343), ('bluegrass', 0.44043347), ('1778', 0.4386085), ('missouri', 0.4385479), ('1646', 0.43808573), ('1638', 0.43675447)]",city-in-state
3098,"('honolulu', 'hawaii', 'stockton', 'california')",0.47218844,38,"[('1778', 0.49909323), ('1786', 0.49468008), ('1796', 0.4923654), ('1797', 0.49138945), ('1794', 0.48823786), ('1792', 0.4857021), ('1780', 0.4854255), ('1624', 0.48517588), ('1804', 0.4851345), ('##お', 0.4841918)]",city-in-state
3099,"('honolulu', 'hawaii', 'cincinnati', 'ohio')",0.47171775,1,"[('ohio', 0.47171775), ('kentucky', 0.45639238), ('indiana', 0.42479497), ('toledo', 0.41254267), ('missouri', 0.41113663), ('alabama', 0.40620038), ('tennessee', 0.40488857), ('oklahoma', 0.4035924), ('pittsburgh', 0.40351358), ('california', 0.40336078)]",city-in-state
3100,"('honolulu', 'hawaii', 'anchorage', 'alaska')",0.5252457,1,"[('alaska', 0.52524567), ('hokkaido', 0.47958648), ('okinawa', 0.47956365), ('fairbanks', 0.47807178), ('nebraska', 0.4755215), ('##行', 0.4752304), ('海', 0.46824628), ('आ', 0.4672978), ('春', 0.46599936), ('1868', 0.46520162)]",city-in-state
3101,"('honolulu', 'hawaii', 'toledo', 'ohio')",0.4410241,32,"[('galicia', 0.4853277), ('santana', 0.4673788), ('nebraska', 0.4575053), ('ferrara', 0.45708185), ('cordoba', 0.45690012), ('seville', 0.45672086), ('salamanca', 0.45663), ('fragmented', 0.45583004), ('cadiz', 0.45565137), ('1604', 0.45501864)]",city-in-state
3102,"('honolulu', 'hawaii', 'henderson', 'nevada')",0.3608728,117,"[('montana', 0.40386042), ('1780', 0.402625), ('1783', 0.40185502), ('instructors', 0.39616632), ('middleton', 0.39221466), ('1778', 0.39178818), ('1786', 0.3889117), ('1784', 0.3874168), ('florida', 0.3871532), ('##58', 0.38253284)]",city-in-state
3103,"('honolulu', 'hawaii', 'orlando', 'florida')",0.4554893,1,"[('florida', 0.4554893), ('calabria', 0.4117981), ('1868', 0.4110594), ('1623', 0.40952164), ('187', 0.40573564), ('1819', 0.40559375), ('1820', 0.40558645), ('napoli', 0.40443224), ('alabama', 0.4030754), ('oklahoma', 0.40218425)]",city-in-state
3104,"('honolulu', 'hawaii', 'chandler', 'arizona')",0.39983013,2,"[('egan', 0.40838605), ('arizona', 0.39983013), ('sardinia', 0.387115), ('##yson', 0.38531232), ('tanner', 0.3816562), ('fiancee', 0.37896255), ('utilization', 0.37616986), ('genoa', 0.3758743), ('recounted', 0.3754018), ('wildcats', 0.37400165)]",city-in-state
3105,"('honolulu', 'hawaii', 'madison', 'wisconsin')",0.3483492,3,"[('monroe', 0.3713198), ('jefferson', 0.3639129), ('wisconsin', 0.3483492), ('montana', 0.32570043), ('iowa', 0.32425275), ('georgia', 0.31913835), ('nebraska', 0.31677294), ('dayton', 0.31368595), ('lacey', 0.3124578), ('megan', 0.3110525)]",city-in-state
3106,"('honolulu', 'hawaii', 'garland', 'texas')",0.34773982,5442,"[('ornaments', 0.44084707), ('1638', 0.4381866), ('wreath', 0.4307969), ('1641', 0.42802507), ('integrate', 0.42641512), ('klaus', 0.42608926), ('ribbons', 0.42409614), ('crete', 0.4237947), ('anticipating', 0.42292413), ('enriched', 0.42169785)]",city-in-state
